Hausa_Text,English_Translation,Intent,Tone,Domain
Sun manta Allah ne yake maka komai,They forget that it is God who does everything,Statement,Reflective,Religion / Belief
Hargaginsu yasa ake dada maka dama,Their noise ends up giving you more opportunity,Statement,Confident,Social Dynamics
"Ni ne ko dai kai, mu ke ta hankoron wani shi yayi dangana, in dai Allahu ne yake sai yayi","It’s me or you, we wait for another to fail while he is calm knowing that if its God is doing it he will do it for him",Reflection,Philosophical,Fate / Belief
"Rana kuna sun wuce mu, ga kuma sanyi","The heat of the day has passed, now comes coolness",Narration,Calm,Nature / Life
Mun yi kadaici mun gama shi tamkar bayi,"We endured loneliness completely, like servants",Statement,Resilient,Suffering / Endurance
"Mun gode Allah jiyan mu, yau kuma ta yi",We thank God for our yesterday; while today happening,Gratitude,Relieved,Religion / Gratitude
"Ni ba dan kowa bane, ina nan busu-busu kuma nayi dangana, anma yau ni ake kira da dan sarki.","I am nobody’s child, I was once struggling and unnoticed, but today I am called a prince",Statement,Confident,Identity / Life journey
Dan sarki kuma yana zama sarki,A prince eventually becomes a king,Statement,Assertive,Leadership / Destiny
To aiko nima ina da kaunar zaki,So I too have love to enjoy,Statement,Bold,Self-worth
Rike girmanka kawai ina gaya ma kaki,"Just maintain your dignity, that’s what I’m telling you, but you dont",Advice,Firm,Ethics / Respect
Bada-badan na sani ana goyo ba da na fadi maka ranka furere taci gudunta ba wani yaji ba,"Be it I know that support is real, I should have said that when I struggled and suffered no one noticed.",Statement,Regretful,Social / Support
Baku babu mu,"Mind your business, we will mind our's too",Statement,Defiant,Social Relations
Bamu babu ku,"We will mind our business, mind your's too",Statement,Defiant,Social Relations
Kowa yayi harkar gidansu,Everyone should mind their own business,Command,Firm,Social Conduct
Kunason a karmu ko?,Do you want us to fail?,Question,Challenging,Conflict / Power
"Mu da mu yi girman kwabo, kara mu kare kanmu, don haka bama da haushi","To belittled ourself, its better we defend ourselves, so we have no anger",Statement,Resolved,Self-defense / Maturity
Kowa ya rike abunsu,Everyone should hold onto what is theirs,Command,Neutral,Social Order
Kashe di ne kauda gangan,Its a warning for those that understand ,Statement,Serious,Conflict / Warning
Ga wani sako a takaice,Here is a brief message,Statement,Neutral,Communication
In kun dau bayanai ku kaiwa sanannu,"If you gather information, take it to the authorities",Command,Serious,Security / Reporting
Miyasa kuke rumtse idanunku akan gaskiya?,Why do you close your eyes to the truth?,Question,Challenging,Ethics / Justice
So kuke a barmu anan ne?,Do you want us to be left here?,Question,Concerned,Social / Conflict
Baku son a gane batunmu na lura,"You don’t want our matter to be understood, I observe",Statement,Suspicious,Social / Communication
Tuni wannan ya kwana,This issue is already old,Statement,Dismissive,Time / Issue status
Allah shi ke da komai,God owns everything,Statement,Faithful,Religion / Belief
Mu bama da haushin kowa a tare damu,We hold no grudge against anyone around us,Statement,Peaceful,Social Values
"Shifa babba, babba ne","If you are a senior, you realy are.",Statement,Respectful,Social Hierarchy
"Diba ko zaki da kura, shi girmansa yake rikewa","Look at lion and hyena, lion maintains its dignity",Proverb,Wise,Culture / Wisdom
Kowa yayi tsarin gidansu,Everyone should do it in accordance with their own household,Command,Firm,Social Order
Kowa ya rike abunsa,Everyone should hold what is theirs,Command,Neutral,Social Boundaries
Allah ya sanya ku ji abunda nake fada maku,May God make you understand what I’m telling you,Prayer,Hopeful,Religion / Appeal
Shi na zaune bai ga gari ba,He stays seated and has not seen the world,Statement,Critical,Experience / Exposure
Mu mun dau rubutu kuma mun sha karatu,We are educated and well-read,Statement,Confident,Education
Mun gane irin wannan zancen,We understand this kind of talk,Statement,Assured,Knowledge / Awareness
Bamu ba masu tsurku,We do not support fools,Statement,Defensive,Self-assertion
Duk kun bi kun rintse idanuwanku,You all joined together and closed your eyes,Statement,Accusatory,Social / Ethics
Allah shi ne yake yi wa kowa,God is the one who does everything to everyone,Statement,Faithful,Religion / Belief
Manyan mata ne su fa,They are respectable / grown women,Statement,Affirming,Social / Gender
Allah shi yasan karatun kurma da mai kunne ma ba zai gano ba,God alone knows; even reading for the deaf and the hearing may not reveal it,Statement,Reflective,Religion / Wisdom
Kyara ko nuna kyamar yaya ba zai sanya kai danka yayi karko ba,"Beating or showing hatred to other children, will not make your child strong or live long",Statement,Advisory,Parenting / Ethics
Zanba cikin aminci shima nasan ba zai sanya arziki ga mai nema ba,Deception in trust alone does not guarantee wealth for the seeker,Statement,Cautious,Economics / Trust
Mai jahilci da yin molanka nagarta gunai ba zan kawo ba,I will not tolerate ignorance mixed with false righteousness,Statement,Assertive,Ethics / Values
Manyan mata sun yi kungiya domin ragewar kunci,Prominent women formed an association to reduce hardship,Statement,Informative,Social Development
Manyan mata suke wayar da kai akan a matasa su dena shan miyagun kwayoyi,Prominent women raise awareness for youths to stop drug abuse,Statement,Advocacy,Public Health / Awareness
Manyan mata sukeyin yawo a kauye koko biranen birni domin wayar da kai,Prominent women go around villages and cities to raise awareness,Statement,Informative,Social Outreach
"Manyan mata suke bada tallafi, anma ran wasu nayo daci","Prominent women give support, but some people feel bitter",Statement,Observational,Social Dynamics
Iyaye ashe suna da hakki kan yayansu?,Do parents have rights over their children?,Question,Inquisitive,Family / Ethics
Yaya ashe suna da hakki kan iyayensu?,Do children have rights over their parents?,Question,Inquisitive,Family / Ethics
"Mazaje ashe suna da hakki kan matansu, mata ashe suna dashi ga mazaje ma?","Do husbands have rights over wives, and wives over husbands too?",Question,Thoughtful,Marriage / Ethics
"Komai abun tambaya ne ran gobe, girbi an kai a karshen noma",Everything will be questioned tomorrow; harvest comes at the end of farming,Statement,Philosophical,Morality / Accountability
"Gyara Allah, gyara sarki, shirya kaine cikakken girma","Rectify with God, rectify our lord, organise; you are the great of the greatest.",Statement,Advisory,Ethics / Leadership
"Talauci ya mamaye al’ummata, Allah kai kadai muke kaima kuka","Poverty has overwhelmed my people; God, we cry to You alone",Statement,Supplicatory,Society / Religion
"Yunwa duk cikin gari ta zaga ko’ina, zafi ya wuce wuya",Hunger has spread throughout the town; hardship is severe,Statement,Lamenting,Socio-economic
"Matasa jagaliyar siyasa kun yi ta, karshe ku ake bari bayan garka","Youths were used as tools in politics, then abandoned at the end",Statement,Warning,Politics / Youth
Suna wayar da kai basu so ku karke ranar da zakuyi kuka,They raise awareness because they don’t want you to regret it one day,Intent: Awareness / Warning,Concerned,Social Awareness
So yana nuna kamanni a wasu lokutan,Love sometimes reveals itself through resemblance,Statement,Reflective,Emotion / Love
Ba’a taba biki kamar namu ba,There has never been a wedding like ours,Statement,Proud,Marriage / Celebration
Mune farko kuma mune karshe,We are the first and the last,Statement,Assertive,Self-identity
Mu muka firgita kauna,We startled love / We shook love,Statement,Poetic,Romance
Na kasa in gane minene soyayya tun fari,I couldn’t understand what love was at first,Statement,Confused,Emotion / Love
Sai dai in ganta cikin fim ko wani yaban labari,I only saw it in movies or stories,Statement,Reflective,Media / Emotion
Zuwanka cikin raina har ka sani cikin annuri,Your coming into my heart filled it with joy,Statement,Affectionate,Romance
Ka karfafa dukkan gabobina da kyawawan alkhairi,You strengthened my whole being with goodness,Statement,Grateful,Romance / Support
Komai na gani bai man kyau in ba kaiba,Nothing looks good to me if it’s not you,Statement,Devotional,Romance
"Ka rabu dani, ban auren wani in ba kaiba","Even if you leave me, I won’t marry anyone but you",Statement,Resolute,Romance / Commitment
Yadda nake sonka ba zan iya aunawa ba,The way I love you cannot be measured,Statement,Intense,Romance
"Allah masani, shi zai gane abunda yake a cikin raina",God is All-Knowing; He understands what is in my heart,Statement,Faithful,Religion / Emotion
"Ko an kawo mani sukarki a banza, ba zan dauka ba","Even if they bring accusation about you to me, I won’t take it",Statement,Firm,Values / Integrity
Bana son laifinki,I don’t see any fault in you,Statement,Affectionate,Romance
Mai kinki ba zaya yi tasiri ba,Whoever hates you will not have any effect,Statement,Protective,Romance / Support
Kuma bani da guri sai naki,And I have no wish except yours,Statement,Devotional,Romance
Ra’ayinmu guda bai saba ba,"Our views are the same, they don’t conflict",Statement,Harmonious,Relationship
Komai kikayi daidai ne,Everything you did is right,Statement,Supportive,Romance
A so baki yi mani kwauro ba,"In love, you did not wrong me",Statement,Reassuring,Romance
Dukkan abunda nikeso kinyi man,"Everything I desire, you did for me",Statement,Grateful,Romance
Kin bani zuciya kyauta kin barmin,You gave me your heart freely and left it with me,Statement,Intimate,Romance
Laifin da nayi maki yafe man,Forgive me for the wrong I did you,Request,Remorseful,Relationship
Bana da kowa sai kai,I have no one except you,Statement,Dependent,Romance
Zo jani muje duk inda kaje zan bika,Come take me; wherever you go I’ll follow you,Command / Promise,Devoted,Romance
Karshen-karshe ina kaunarka da yayaye har jika,"In the end, I love to have children and grand children with you",Statement,Deeply Affectionate,Family / Romance
Na baka wuri cikin raina wa zai ce zai tashe ka,I gave you a place in my heart; who can remove you,Statement,Confident,Romance
Linzamina gaba daya na damka shi cikin hannunka,I handed over all my control to you,Statement,Surrendering,Romance
"Ka shiga rai can ciki, ba maima farmaki","You entered deep into my soul, no retreat",Statement,Intense,Romance
Addu’o’ina kullun suna nan dauke da sunanki,My daily prayers always carry your name,Statement,Faithful,Romance / Religion
"Kin fi sauran ’yan mata, na gaza samo misalinki",You are better than other women; I can’t find your equal,Statement,Admiring,Romance
Kinga alkawarina yau zan kula da amanarki,"See my promise today, I will protect your trust",Promise,Sincere,Romance / Commitment
Kuma zan jira ranar da za a kirani da angonki,And I will wait for the day I’ll be called your groom,Statement,Hopeful,Romance / Marriage
Ni dai na gode kin ba ni soyayya,I am grateful you gave me love,Statement,Grateful,Romance
Ni ma na gode ka ba ni soyayya,I also thank you for giving me love,Statement,Warm,Romance
Baby ina gajiya,"Baby, how tired are you?",Statement,Intimate,Romance
Rabin raina,Half of my life,Statement,Affectionate,Romance
"Dama da ke na fara haduwa, da na yi aure tuntuni","If I had met you earlier, I would have married long ago",Statement,Regretful,Romance / Marriage
Zama da ke akwai karuwa,Being with you brings growth and progress,Statement,Positive,Romance
Soyayya da kafiya,Love and rymes,Statement,Idealistic,Romance
Shin kun tashi lafiya,Did you wake up well?,Inquiry,Caring,Social / Greeting
Tabbas kin iya soyayya,"Indeed, you know how to love",Statement,Admiring,Romance
Na nemeki tun jiya,I have been looking for you since yesterday,Statement,Longing,Romance / Social
Hakika ni kina burgeni,"Truly, you impress me",Statement,Affectionate,Romance
Dama zaki yarda da duk batunsa na soyayya ne,Would you really accept all his love talk?,Question,Skeptical,Romance
Kema ki amince da kudirinsa na alheri ne,You too should believe his intentions are good,Encouragement,Reassuring,Romance / Advice
Tasiri ne da a zuciya yake zaune,It is an influence that resides in the heart,Statement,Reflective,Emotion / Romance
"Ya baki zuciya tai duka kyauta, autar mama","He gave you his heart freely, last borne of mother",Statement,Affectionate,Romance
"Zan so ki bi yarda, gaya masa kin rage tsada","I want you to accept it, tell him you’ve lowered your demands",Request,Pleading,Romance / Negotiation
Ni batun na jaddada,I strongly emphasize this matter,Statement,Emphatic,Social / Advice
Ki gwada man za ki mutunta shi,Show me that you will respect him,Request,Appealing,Romance / Marriage
"Ki dakata ki ji ’yan mata, a yau bikinku muke fata","Please wait and listen young lady, today we wish you a wedding",Admonition,Hopeful,Marriage / Advice
Mun shaida kun zama ’yangata,We testify that you have become pampered lovers,Statement,Accepting,Family / Marriage
Ki tausaya masa ’yan mata,"Please be kind to him, young lady",Request,Gentle,Romance / Marriage
Kaunarki ta kama ni tun farko,Your love captured me from the beginning,Statement,Romantic,Romance
Ni fatana ni da ke mu yi karko,My hope is that you and I will be strong together,Statement,Hopeful,Romance / Marriage
Aurenmu ni da ke ya yi karko,May our marriage be strong,Blessing,Prayerful,Marriage
Fatana mu haifi ’ya’ya masu albarka,My hope is that we have blessed children,Statement,Hopeful,Family / Marriage
Babbar kyauta ce a hannuna,It is a great gift in my hands,Statement,Grateful,Romance / Life
Tana da dadin suna,She has a pleasant name,Statement,Admiring,Social / Character
Idanuwanta ba dai kyau ba,Her eyes are exceptionally beautiful,Statement,Admiring,Romance
"Na shiga so, a yaya nake?","I have fallen in love, how do I look?",Question,Playful,Romance
"Karku damu, da sauki sosai","Don’t worry, it’s very easy",Reassurance,Calm,Social / Support
Na zaunu gaskiya,I have settled down sincerely,Statement,Sincere,Romance / Life
Dani da ke kamanni muke,You and I are alike,Statement,Affectionate,Romance
Kin sani a tarkon kauna,You are caught in the trap of love,Statement,Teasing,Romance
Ga ki a cikin labarina,Here you are in my story,Statement,Romantic,Romance
Mun kallu a wannan ranar,We looked at each other on that day,Narration,Nostalgic,Romance
Alaƙarmu nanan da ke,Our bond is here with you,Statement,Assuring,Romance
Alaƙarmu ta riga da ta kullu,Our bond has already been sealed,Statement,Confident,Romance / Commitment
In kin ci ado ni ne zan zama madubi,"If you dress up, I will be your mirror",Statement,Affectionate,Romance
"Tun a daurin kallabinta, ta tashi kaina","From the way she tie her Headscarf, she captured my heart",Statement,Romantic,Romance
In na rasa ki kuka nake yi,"If I lose you, I cry",Statement,Emotional,Romance
"Na ji mu da baki nan sosai, damuwa ta yi min yawa","I feel troubled when you are not around, stress has increased",Confession,Distressed,Emotional
"Mai kyaune fa, zazzafa dashi","he is really Handsome, he is intense",Statement,Excited,Romance / Expression
"Kin zama ni, na zama ke","You have become me, I have become you",Statement,Romantic,Romance
"Zan rike ki in tattaleki, zinariya","I will hold and cherish you, my gold",Promise,Affectionate,Romance
Wannan lamari yayi dai-dai,This matter is perfectly right,Statement,Confident,Romance / Decision
An mani komai nidai,Everything has been done for me,Statement,Grateful,Personal / Life
Da kai na kamu da soyayya,"Because of you, I fell in love",Statement,Confessional,Romance
Na shiga so da dadi yake,I entered love and it is sweet,Statement,Joyful,Romance
Nasan bani ba kuka,I know I am not meant to cry,Statement,Resolute,Emotional
"Alkawari na dauka, ba mai rabamu","I have made a promise, nothing will separate us",Commitment,Determined,Romance / Commitment
Na zaci so da daci yake,I thought love was bitter,Reflection,Thoughtful,Romance
Shi ne mai share man kuka,He is the one who wipes away my tears,Statement,Grateful,Romance / Emotional Support
Yana tare man zafin rana,He stays with me through the heat of the sun,Statement,Supportive,Romance / Life
Zo nan ka zauna,Come here and sit,Command / Invitation,Gentle,Social / Relationship
"In kaci ado nima zan dake, sai mu jeru","If you dress up, I too will dress up so we match",Playful bonding,Playful,Social/Relationship
Kai na nuna farin ciki na,I showed you as my happiness,Expressing emotion,Joyful,Social
Na bayyana masu halin da ake ciki,I explained the situation to them,Informing/Clarifying,Neutral,Formal discussion
"Ki bani lokacinki don Allah, ko zan samu in rayu a duniya","Give me your time please, so I may survive in this world",Requesting attention,Sincere,Romantic
Kudin ba nasu bane,The money is not theirs,Correction/Clarification,Assertive,Financial/Social
Ka rasa mi iyayensu suke yi,Do you not know what their parents do?,Questioning/Rebuke,Challenging,Social
Kasan yanmatan yanzu kamar barayi suke,You know girls nowadays are like thieves,Criticism/Generalization,Critical,Social commentary
To shikenan ba matsala,"Alright then, no problem",Acceptance,Calm,Social
Ka gane wannan kuwa?,Do you understand this?,Checking understanding,Serious,Discussion
Baka ganeta ba kenan?,So you didn’t understand her?,Questioning/Challenging,Slightly confrontational,Social
Na fadi maka ba zaka iya da ita ba,I told you that you cannot handle her,Warning/Assertion,Assertive,Relationship/Social
Ko a gaban su banida shakkar fadin abunda suke yi,Even in front of them I’m not afraid to say what they do,Confidence/Defiance,Bold,Social
"Maza fa bayin mata ne, kamar yanda Hausawa suka ce","Men are servants of women, as Hausa people say",Proverbial statement,Humorous/Ironic,Cultural
"Maza sune masu gadinmu, kada wani abu ya same mu",Men are our protectors so nothing happens to us,Praise/Role affirmation,Appreciative,Social/Cultural
Ance su fita suje suyi aikin wahala su kawo mana a gida muci,It is said they should go work hard and bring food home,Expectation statement,Neutral,Family/Social
Sabani muka samu da ita,We had a disagreement with her,Conflict report,Neutral,Social/Relationship
"Mata suna wahala suna share zufa, don su ga asiri ya rufu",Women struggle and wipe sweat so their dignity is preserved,Appreciation/Recognition,Serious,Family/Social
Mata bai kamata ana shaye-shaye ba,Women should not engage in substance abuse,Advice/Warning,Serious,Social/Moral
Ilimi zai maku anfani duniya da lahira,Education will benefit you in this world and the hereafter,Advice/Encouragement,Encouraging,Education/Religious
Shugaba tana maka magana kana tafiya,The leader is speaking to you and you are walking away,Rebuke/Correction,Disapproving,Leadership/Social
Naso inyi maku bayani daya zuwa biyu,I want to explain something briefly,Introduction/Clarification,Calm,Education/Social
Kar kayi kasa a gwiwa wurin neman ilimi,Do not lose hope in seeking knowledge,Encouragement,Motivational,Education
Munji dadin ziyara da kika kawo mana,We are happy about the visit you paid us,Appreciation,Warm,Social/Family
"Ku daina shaye-shaye, bin maza da yin madigo, hakan ya saba ma sharia ta musulunci","Stop substance abuse, promiscuity and lesbian acts; it is against Islamic law",Warning/Moral instruction,Serious,Moral/Religious
Inason yin magana dake idan ba zaki damu ba,I would like to talk to you if you don’t mind,Request,Polite,Personal/Social
Idan nayi nisa a karatu sai ta hanani zama,When I go far in education she prevents me from continuing,Complaint,Frustrated,Education/Family
Mahaifina yana nan amma bai iya yin komai,My father is present but he cannot do anything,Statement,Resigned,Family
Danta yana jami'a,Her son is in the university,Information,Neutral,Education
Insha Allah zaki ci gaba da karatunki,By God’s will you will continue your studies,Blessing/Encouragement,Hopeful,Education/Religious
Aikinsu fa shine su kawo gyara,Their job is to bring reform,Statement/Expectation,Assertive,Social/Political
Zaki ganni nan da minti biyar,You will see me in the next five minutes,Information/Assurance,Neutral,Personal
Idan na kyaleka da wannan yaron ya zakayi dashi,If I leave you with this boy what will you do with him?,Question/Concern,Suspicious,Family/Social
Ni zaku mayar mahaukaci a gida na,You people will make me look crazy in my own house,Complaint,Frustrated,Family
Malan kaine fa ka taramu a gidannan,"Malam, you are the one who gathered us in this house",Statement/Reminder,Assertive,Religious/Family
Nifa an biya sadaki na,My bride price has been paid,Statement,Assertive,Marriage
Bansan shashancin banza shashancin wofi,I don’t want this useless foolishness,Denial,Dismissive,Social
Allah na tuba ka shigo dani wannan gida babu tarbiyyah,"God I repent, you brought me into this house without upbringing",Complaint/Religious appeal,Distressed,Marriage/Religious
Madan da Allah ki bani hankalinki anan,For the sake of God give me your attention here,Request,Serious,Social
Nifa kowa nike tare dashi sai na gama shan kankana sannan in saurareshi,"Anyone I’m with, I finish eating watermelon before listening",Humor/Statement,Playful,Social
a kafar sadarwa na hadu dashi,I met him on social media,Statement,Neutral,Social/Technology
Abunda mukeson isarwa sun kasa fahimta fa,They failed to understand what we are trying to convey,Complaint,Frustrated,Social/Communication
Minene dalilin da yasa kikeson ganina?,What is the reason you want to see me?,Question,Inquisitive,Personal
"Ina son ki rakani wani gida, muje mu shawarci iyayen wata yarinya",I want you to accompany me to a house so we can consult a girl’s parents,Request,Serious,Family/Marriage
Kinga nifa ba ruwana da harkar shiga gidan kowa,"Look, I’m not involved in going into people’s houses",Refusal,Dismissive,Social
Ki barni na rubuta duk abunda naga dama a kafafen sadarwa,Let me write whatever I want on social media,Assertion,Assertive,Social Media
Muna tafka muhawara da mutanen nan fa,We are having heated debates with these people,Statement,Emphatic,Public discourse
Ya kamata a taimaka ma wadanda basu da shafukan sada zumunta,Those without social media accounts should be helped,Suggestion,Concerned,Social/Technology
Bamu tsira da zagin da mutane suke mana ba a kullum fa,We do not escape the insults people give us daily,Complaint,Hurt,Social
Ya kamata mu tinkaresa kai tsaye,We should confront it directly,Suggestion,Determined,Social/Conflict
"Aikin lada fa wahala ne dashi, dole saida sadaukarwa",Charity work is difficult; it requires sacrifice,Statement/Advice,Serious,Religious/Social
Tarar aradu da ka zanyi a kan wannan zancen,I will face this matter strongly despite the risk,Statement / Attestation,Serious,Social/Conflict
Na daukeki a matsayin abokiyar tafiya saboda tunanin haka,I considered you a companion because I believed so,Expectation,Serious,Relationship
Baki da tsoro yanmata na sanki fa sosai,"You are fearless, girl I know you very much",Admiration,Affectionate,Romantic
Kina gaba ina binki baya,You lead and I follow,Loyalty,Loyal,Romantic/Social
Bari in gama sai mu tafi,Let me finish then we go,Request,Calm,Social
"Kai, na gaji wallahi","Oh, I’m tired honestly",Expression,Exhausted,Daily life
Ina ga wannan zaya isheni,I think this will be enough for me,Statement,Content,Daily life
Yanzu na gama faskara itacen,I have finished splitting the firewood,Statement,Neutral,Household
"Idan ban faskara suba, zasu bani wahala gurin yin girki","If I don’t split them, they’ll cause difficulty in cooking",Explanation,Practical,Household
Ki gama girkin nan da wuri don zan fita bayan azahar,Finish this cooking early because I’ll go out after Zuhr prayer,Instruction,Assertive,Household
"Da zaka gane ka fara siya mana gawayi, saboda yafi sauki kuma ba hayaki","If you understand, start buying charcoal for us, it’s easier and smokeless",Suggestion,Practical,Household
Idan zakiyi girki da itace kiyi idan kuma ba zakiyi ba kuma ki barshi,"If you will cook with firewood then do it, if not leave it",Ultimatum,Firm,Household
"Allah ya baka hakuri, sauki nike nema mana","May God grant you patience, I just want ease",Plea,Soft,Family
"Wai ke kenan kullun korafi, kullun mita, wai baki samun sauki","So you always complain daily, you never get ease?",Rebuke,Annoyed,Family
Mata fa suna aiki tukuru agidan mazajensu,Women work very hard in their husbands’ homes,Statement,Serious,Social/Family
Dalla tashi ki bani wuri,Get up and give me space,Command,Harsh,Conflict
"Koma ka zauna, ana rana, kada ka fita kayi baki.","Go back and sit, its sunny, don’t go out and get dark",Command,Advisory,Daily life
Nifa mamana zan bi,I will follow my mother,Statement,Determined,Family
Nide ba abunda zance sai Allah ya bamu sa'a,I have nothing to say except may God grant us success,Statement/Hope,Hopeful,Social
"Karatu yanzu muka fara fa, akan mi zaki ce kin gama","We just started studying, why do you say you’re done?",Question,Challenging,Education
Babu abunda nafiso a duniya fiye da kai,There is nothing in this world I love more than you,Affection,Loving,Romantic
kai kayi silar zuwana duniya,You are the reason I came into this world,Gratitude,Respectful,Family
"Addua zaka yi mashi, itace tafi alkhairi",You should pray for him; that is best advice,Advice,Encouraging,Religious
Wane irin in rarrafa kake nufi,What kind of I should crawling do you mean?,Question,Confused,Social
Kana sona kuwa? Don banga alama ba,Do you love me? I don’t see signs,Question/Doubt,Concerned,Romantic
Ya kamata ka dinga tausaya mani,You should start showing me compassion,Request,Pleading,Relationship
Mi yasa kullun kakeson ka ringa ganina a cikin wahala,Why do you always want to see me in difficulty?,Question/Complaint,Hurt,Relationship
Kina kiran sunana gatse-gatse haka ba wani mutuntawa,You call my name abruptly without respect,Complaint,Annoyed,Social
A ina kaji wannan karatun kaiko,Where did you hear this kind of knowledge?,Question,Skeptical,Education
Karasa zancenki tunda kin fara,Finish what you are saying since you started,Command,Assertive,Social
Yaya yanzu kike tafe?,"Elder sister, its now you are coming?",Greeting,Inquisitive,Social
"Nazo, anma fa ba zama zanyi ba",I came but I will not stay,Statement,Brief,Social
"Yarinya sambaleliya, wallahi an rasa ta","Beutiful girl, but she is lost I swear",Comment,Critical,Social
"Ba zama zanyi ba gaskiya, tafiya zanyi","I will not stay truly, I will leave",Statement,Determined,Social
Mutuminnan yanda kasan ba'ayi mashi mutuwa ba,This person seems like death has not been in his house,Remark,Amazed,Social
Mun fita hakkin makwabtaka,We have fulfilled the duty of neighborliness,Statement,Satisfied,Social/Community
Wannan wake ya dahu luguf-luguf,This beans is very soft and well cooked,Statement,Positive,Food
Abunda ya dahu yayi lubus,The thing that is cooked is very soft,Statement,Positive,Food
"Gaskiya ko, Kinyi bala'in iya girki wallahi","Honestly, you are extremely good at cooking",Praise,Excited,Food
Ku nemi wuri kuje ku zauna,Find a place and go sit down,Command,Calm,Social
Na taba raba abinci a gidannan banba wani ba?,I once shared food in this house without me giving it to anyone?,Statement,Proud,Family
Idan aka zuba kowa sai yazo ya daukii nashi,When food is served everyone comes and takes theirs,Statement,Neutral,Family/Social
Kaishi akayi wurin almajiranci,He was taken to Qur’anic school,Statement,Neutral,Education/Religious
Tsohonnan fa bashi da imani,That old man has no faith / That old man lack pity,Insult/Criticism,Harsh,Social
Ya daukeni ya kaini almajiranci tun ina karami,He took me to almajiri school since when I was small,Narration,Sad,Life story
Na rasa yanda zanyi in fara karatu,I don’t know how to start studying,Confusion,Worried,Education
"Na zama jan wuya fa, ba yanda za'ayi dani","I became stubborn, no body can do anything to me",Statement,Frustrated,Personal
Saboda tsabar yunwa ko tafiya wahala take mashi,Because of extreme hunger even walking is difficult for him,Explanation,Sympathetic,Social/Health
Maganar gaskiya bai kyauta ba,"To be honest, he did not do the right thing",Judgment,Critical,Social
Karamar cikinsu kuma mai hankalin cikinsu,The youngest among them yet the most sensible,Description,Praise,Social
Mi ya faru kuma? naga kin biyo ni,What happened? I saw you following me,Question/Concern,Inquisitive,Social
Wai da gaske akwai yunwa a cikin almajirai?,Is it true there is hunger among almajirai?,Question,Concerned,Social/Religious
Yarannan an rasa wanda zai tausaya masu,These children have no one to pity them,Statement,Sympathetic,Social
"Na rantse da wanda raina yake hannunshi, babu wani tausayi a almajiranci","I swear by God, there is no compassion in almajiri system",Statement,Strong/Emotional,Social/Religious
"Idan baka tashi ka nema ba, wallahi ko loma babu mai baka","If you don’t go out to seek, no body is going to give you even a bite",Warning,Serious,Social
In kaga ka zauna lafiya to bakinka ka iya,If you are living peacefully then you know how to speak,Proverb,Advisory,Social
Duk gardawan dake garinnan tsorona suke yi,All the tough guys in this town fear me,Statement,Boastful,Social
"Wannan harkar fa dani za'ayi ta, ina zuwa","This matter will be handled with me, I am coming",Statement,Determined,Social
"Yanzu ina wannan yaron ina bara, ace ko sunan garinsu bai sani ba","This boy is too small to beg in the street, He doesn’t even know his hometown",Observation,Sad,Social
Kinsan mi zaya faru? Kullun ka ringa zuwa nan kana amsar abinci,Do you know what will happen? You will keep coming here daily to collect food,Warning/Instruction,Serious,Social
Miyar Kubewa akwai dadi,Kubewa soup is delicious,Statement,Praise,Food
Yaufa gidan mu tuwo sukayi miyar kuka,Today in our house they made tuwo with kuka soup,Statement,Informative,Food
Yaushe za'a Dena cin alala a gidannan,When will we stop eating bean cakes in this house?,Question/Complaint,Tired,Family
Mun kusa yin fada dashi saboda kullun shi baida Abinci sai shinkafa,We almost fought with him because he always has no food except rice,Statement,Frustrated,Social
"Masha Allah, Sako yazo, Allah ya karama nema albarka","By God’s will, the message has come, may God bless the effort",Gratitude/Blessing,Happy,Social/Religious
Baka isa ka tare shiba,You cannot stop him,Statement/Challenge,Assertive,Social
Ba yin kaina bane ka sani,"It’s not my will, you should know",Statement,Defensive,Social
Ba yin ka bane ba,It’s not your doing either,Statement,Neutral,Social
Bai barni ba har yanzu,He has not left me till now,Statement,Emotional,Relationship
Kukan naka har yanzu yaki karewa,Your crying has still not stopped,Observation,Concerned,Social
Na kasa runtsa idanuwana saboda tunaninki,I cannot sleep because of thinking about you,Confession,Loving,Romantic
Ajaline ya cimmasa,His time of death has reached him,Statement,Resigned,Social/Religious
Al'ajabin abun da ya faru Nike tayi,I am amazed at what happened,Statement,Surprised,Social
Kina debe man kewa sosai,You remove my loneliness greatly,Statement,Loving,Romantic
Muna maki San barka a cikin wannan matsayin,We congratulate you and wish you success in this position,Congratulation,Warm,Social
"Adadin ruwan sama da suke zuba, shine adadin son da Nike maki",The amount of rain that is falling is equals the love I have for you,Metaphor,Romantic,Romantic
"An san farkon rikici, anma ba'a San karshen shiba",The beginning of conflict is known but not its end,Proverb,Advisory,Social
"Kina ta bude hakora, lapia lau ko?","You are smiling broadly, are you okay?",Question,Playful,Social
Kwantar da Kai zakayi ka samu abunda kake so.,You should be calm to get what you want,Advice,Encouraging,Personal
Na cika gurina in naga ranar aure na,I will be fulfilled when I see my wedding day,Statement,Hopeful,Romantic
Zama da masoyiya shine natsuwar Rai na,Being with my lover is my peace,Statement,Loving,Romantic
Tattausan lafazi Nike mata anma bata ganewa,I speak gently to her but she doesn’t understand,Complaint,Frustrated,Relationship
